author,title,pages,year,crossref,booktitle,ee,url,genre
"['Rachel K. E. Bellamy', 'Bonnie E. John', 'Sandra Kogan']",Deploying CogTool: integrating quantitative usability assessment into real-world software development.,['691-700'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985890'],['db/conf/icse/icse2011.html#BellamyJK11'],inproceedings
['Gruia-Catalin Roman'],Language and Visualization Support for Large-Scale Concurrency.,['296-308'],1988,['conf/icse/1988'],ICSE,['http://dl.acm.org/citation.cfm?id=55853'],['db/conf/icse/icse88.html#Roman88'],inproceedings
"['John Penix', 'Willem Visser', 'Eric Engstrom', 'Aaron Larson', 'Nicholas Weininger']",Verification of time partitioning in the DEOS scheduler kernel.,['488-497'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337364'],['db/conf/icse/icse2000.html#PenixVELW00'],inproceedings
"['Norbert Siegmund', 'Sergiy S. Kolesnikov', 'Christian Kästner', 'Sven Apel', 'Don S. Batory', 'Marko Rosenmüller', 'Gunter Saake']",Predicting performance via automated feature-interaction detection.,['167-177'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227196', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227196', 'http://dl.acm.org/citation.cfm?id=2337243', 'https://www.wikidata.org/entity/Q59562850']",['db/conf/icse/icse2012.html#SiegmundKKABRS12'],inproceedings
"['Cody Watson', 'Michele Tufano', 'Kevin Moran', 'Gabriele Bavota', 'Denys Poshyvanyk']",On learning meaningful assert statements for unit test cases.,['1398-1409'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380429', 'https://ieeexplore.ieee.org/document/9283916']",['db/conf/icse/icse2020.html#WatsonTMBP20'],inproceedings
"['Nadia Alshahwan', 'Mark Harman']",Augmenting test suites effectiveness by increasing output diversity.,['1345-1348'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227083', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227083', 'http://dl.acm.org/citation.cfm?id=2337414', 'https://www.wikidata.org/entity/Q59609207']",['db/conf/icse/icse2012.html#AlshahwanH12'],inproceedings
"['Kival Chaves Weber', 'Célia Joseli do Nascimento']",Brazilian software quality in 2002.,['634-638'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581420'],['db/conf/icse/icse2002.html#WeberN02'],inproceedings
"['Lucas Layman', 'Victor R. Basili', 'Marvin V. Zelkowitz', 'Karen L. Fisher']",A case study of measuring process risk for early insights into software safety.,['623-632'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985881'],['db/conf/icse/icse2011.html#LaymanBZF11'],inproceedings
"['Mitchell Joblin', 'Sven Apel', 'Claus Hunsen', 'Wolfgang Mauerer']",Classifying developers into core and peripheral: an empirical study on count and network metrics.,['164-174'],2017,['conf/icse/2017'],ICSE,"['https://doi.org/10.1109/ICSE.2017.23', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2017.23', 'http://dl.acm.org/citation.cfm?id=3097389']",['db/conf/icse/icse2017.html#JoblinAHM17'],inproceedings
['Hans-Eugen Binder'],"A Telecommunication Development: Siemens' Digital Switching System, EWSD (Abstract).",['587'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227846'],['db/conf/icse/icse96.html#Binder96'],inproceedings
"['Mohammed Sayagh', 'Noureddine Kerzazi', 'Bram Adams']",On cross-stack configuration errors.,['255-265'],2017,['conf/icse/2017'],ICSE,"['https://doi.org/10.1109/ICSE.2017.31', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2017.31', 'http://dl.acm.org/citation.cfm?id=3097399']",['db/conf/icse/icse2017.html#SayaghKA17'],inproceedings
"['Yongjie Zheng', 'Richard N. Taylor']",Enhancing architecture-implementation conformance with change management and support for behavioral mapping.,['628-638'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227154', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227154', 'http://dl.acm.org/citation.cfm?id=2337297']",['db/conf/icse/icse2012.html#ZhengT12'],inproceedings
['Maurice V. Wilkes'],Software Engineering and Structured Programming (Abstract).,['387'],1976,['conf/icse/1976'],ICSE,['http://dl.acm.org/citation.cfm?id=807705'],['db/conf/icse/icse76.html#Wilkes76'],inproceedings
"['Philippe Kruchten', 'Bran Selic', 'Wojtek Kozaczynski']",Describing Software Architecture with UML.,['715-716'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919174', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919174']",['db/conf/icse/icse2001.html#SelicK01'],inproceedings
['Jon Siegel'],Why use the model driven architecture to design and build distributed applications?,['37'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062471', 'https://doi.org/10.1109/ICSE.2005.1553538', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553538']",['db/conf/icse/icse2005.html#Siegel05'],inproceedings
['Colin Tully'],Prospects for Future Environments: Introduction to Panel Session.,['340-343'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41802'],['db/conf/icse/icse87.html#Tully87'],inproceedings
"['Wei You', 'Bin Liang 0002', 'Wenchang Shi', 'Shuyang Zhu', 'Peng Wang', 'Sikefu Xie', 'Xiangyu Zhang 0001']","Reference hijacking: patching, protecting and analyzing on unmodified and non-rooted android devices.",['959-970'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884863', 'http://ieeexplore.ieee.org/document/7886971/']",['db/conf/icse/icse2016.html#YouLSZWXZ16'],inproceedings
['Yousef H. Daabaj'],The use of task analysis methods in support of the development of interactive systems (poster).,['781'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337637'],['db/conf/icse/icse2000.html#Daabaj00'],inproceedings
"['Clement L. McGowan', 'Shawn A. Bohner']",Model Based Process Assessments.,['202-211'],1993,['conf/icse/1993'],ICSE,['http://portal.acm.org/citation.cfm?id=257572.257620'],['db/conf/icse/icse93.html#McGowanB93'],inproceedings
"['German E. Sibay', 'Sebastián Uchitel', 'Víctor A. Braberman']",Existential live sequence charts revisited.,['41-50'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368095'],['db/conf/icse/icse2008.html#SibayUB08'],inproceedings
"['Gregg Rothermel', 'Mary Jean Harrold']",A Framework for Evaluating Regression Test Selection Techniques.,['201-210'],1994,['conf/icse/1994'],ICSE,['http://portal.acm.org/citation.cfm?id=257734.257767'],['db/conf/icse/icse94.html#RothermelH94'],inproceedings
"['Bradford Clark', 'Sunita Devnani-Chulani', 'Barry W. Boehm']",Calibrating the COCOMO II Post-Architecture Model.,['477-480'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671610', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671610']",['db/conf/icse/icse98.html#ClarkDB98'],inproceedings
"['Preethu Rose Anish', 'Balaji Balasubramaniam', 'Abhishek Sainani', 'Jane Cleland-Huang', 'Maya Daneva', 'Roel J. Wieringa', 'Smita Ghaisas']",Probing for requirements knowledge to stimulate architectural thinking.,['843-854'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884801', 'http://ieeexplore.ieee.org/document/7886961/']",['db/conf/icse/icse2016.html#AnishBSCDWG16'],inproceedings
['Alexandre R. J. François'],A Hybrid Architectural Style for Distributed Parallel Processing of Generic Data Streams.,['367-376'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317459', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317459', 'http://dl.acm.org/citation.cfm?id=999441']",['db/conf/icse/icse2004.html#Francois04'],inproceedings
"['Guido de Caso', 'Víctor A. Braberman', 'Diego Garbervetsky', 'Sebastián Uchitel']",Program abstractions for behaviour validation.,['381-390'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985846'],['db/conf/icse/icse2011.html#CasoBGU11'],inproceedings
"['Sven Apel', 'Thomas Leich', 'Gunter Saake']",Aspectual mixin layers: aspects and features in concert.,['122-131'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134304'],['db/conf/icse/icse2006.html#ApelLS06'],inproceedings
"['Jingyue Li', 'Reidar Conradi', 'Odd Petter N. Slyngstad', 'Christian Bunse', 'Marco Torchiano', 'Maurizio Morisio']",An empirical study on decision making in off-the-shelf component-based development.,['897-900'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134446'],['db/conf/icse/icse2006.html#LiCSBTM06'],inproceedings
"['Craig Larman', 'Frances Paulisch']","Pre-workshop summary: workshop on iterative, adaptive, and agile processes.",['676'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581440'],['db/conf/icse/icse2002.html#LarmanP02'],inproceedings
"['Peter Knauber', 'Jan Bosch']",ICSE Workshop on Software Variability Management.,['779-780'],2003,['conf/icse/2003'],ICSE,"['https://doi.org/10.1109/ICSE.2003.1201282', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2003.1201282', 'http://dl.acm.org/citation.cfm?id=776947']",['db/conf/icse/icse2003.html#KnauberB03'],inproceedings
"['Anastasia Danilova', 'Alena Naiakshina', 'Matthew Smith 0001']",One size does not fit all: a grounded theory and online survey study of developer preferences for security warning types.,['136-148'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380387', 'https://ieeexplore.ieee.org/document/9284069']",['db/conf/icse/icse2020.html#DanilovaN020'],inproceedings
"['T. Anderson', 'R. Kerr']",Recovery Blocks in Action: A System Supporting High Reliability.,['447-457'],1976,['conf/icse/1976'],ICSE,['http://dl.acm.org/citation.cfm?id=807718'],['db/conf/icse/icse76.html#AndersonK76'],inproceedings
"['Deeksha M. Arya', 'Wenting Wang', 'Jin L. C. Guo', 'Jinghui Cheng']",Analysis and detection of information types of open source software issue discussions.,['454-464'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00058', 'https://dl.acm.org/citation.cfm?id=3339564']",['db/conf/icse/icse2019.html#AryaWGC19'],inproceedings
"['Katherine Hough', 'Gebrehiwet B. Welearegai', 'Christian Hammer 0001', 'Jonathan Bell 0001']",Revealing injection vulnerabilities by leveraging existing tests.,['284-296'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380326', 'https://ieeexplore.ieee.org/document/9284056']",['db/conf/icse/icse2020.html#HoughW0B20'],inproceedings
"['Elspeth Golden', 'Bonnie E. John', 'Len Bass']",The value of a usability-supporting architectural pattern in software architecture design: a controlled experiment.,['460-469'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062538', 'https://doi.org/10.1109/ICSE.2005.1553589', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553589']",['db/conf/icse/icse2005.html#GoldenJB05'],inproceedings
"['Michael W. Whalen', 'Gregory Gay', 'Dongjiang You', 'Mats Per Erik Heimdahl', 'Matt Staats']",Observable modified Condition/Decision coverage.,['102-111'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606556', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606556', 'http://dl.acm.org/citation.cfm?id=2486803']",['db/conf/icse/icse2013.html#WhalenGYHS13'],inproceedings
"['Ivan M. Campos', 'Gerald Estrin']","Concurrent Software System Design, Supported by SARA at the Age of One.",['230-242'],1978,['conf/icse/1978'],ICSE,['http://dl.acm.org/citation.cfm?id=803215'],['db/conf/icse/icse78.html#CamposE78'],inproceedings
"['Xusheng Xiao', 'Tao Xie 0001', 'Nikolai Tillmann', 'Jonathan de Halleux']",Precise identification of problems for structural test generation.,['611-620'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985876'],['db/conf/icse/icse2011.html#XiaoXTH11'],inproceedings
"['ThanhVu Nguyen', 'Deepak Kapur', 'Westley Weimer', 'Stephanie Forrest']",Using dynamic analysis to discover polynomial and array invariants.,['683-693'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227149', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227149', 'http://dl.acm.org/citation.cfm?id=2337304']",['db/conf/icse/icse2012.html#NguyenKWF12'],inproceedings
"['Barry Long', 'Jürgen Dingel', 'T. C. Nicholas Graham']",Experience applying the SPIN model checker to an industrial telecommunications system.,['693-702'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368187'],['db/conf/icse/icse2008.html#LongDG08'],inproceedings
"['Andrian Marcus', 'Jonathan I. Maletic']",Recovering Documentation-to-Source-Code Traceability Links using Latent Semantic Indexing.,['125-137'],2003,['conf/icse/2003'],ICSE,"['https://doi.org/10.1109/ICSE.2003.1201194', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2003.1201194', 'http://dl.acm.org/citation.cfm?id=776832']",['db/conf/icse/icse2003.html#MarcusM03'],inproceedings
"['John W. Brackett', 'R. S. Eanes', 'C. K. Hitchon', 'Richard Thall']",An Environment for Producing Well-Engineered Microcomputer Software.,['386-398'],1979,['conf/icse/1979'],ICSE,['http://dl.acm.org/citation.cfm?id=802963'],['db/conf/icse/icse79.html#BrackettEHT79'],inproceedings
['Rick Hefner'],Lessons Learned with the Systems Security Engineering Capability Maturity Model.,['566-567'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253454'],['db/conf/icse/icse97.html#Hefner97'],inproceedings
"['Boya Sun', 'Gang Shu', 'Andy Podgurski', 'Brian Robinson']",Extending static analysis by mining project-specific rules.,['1054-1063'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227114', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227114', 'http://dl.acm.org/citation.cfm?id=2337360']",['db/conf/icse/icse2012.html#SunSPR12'],inproceedings
['Ian Thomas'],Tool Integration in the Pact Environment.,['13-22'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74589'],['db/conf/icse/icse89.html#Thomas89'],inproceedings
"['Claire Le Goues', 'Michael Dewey-Vogt', 'Stephanie Forrest', 'Westley Weimer']",A systematic study of automated program repair: Fixing 55 out of 105 bugs for $8 each.,['3-13'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227211', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227211', 'http://dl.acm.org/citation.cfm?id=2337225', 'https://www.wikidata.org/entity/Q57311852']",['db/conf/icse/icse2012.html#GouesDFW12'],inproceedings
"['Konstantin Rubinov', 'Lucia Rosculete', 'Tulika Mitra', 'Abhik Roychoudhury']",Automated partitioning of android applications for trusted execution environments.,['923-934'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884817', 'http://ieeexplore.ieee.org/document/7886968/', 'https://www.wikidata.org/entity/Q55920984']",['db/conf/icse/icse2016.html#RubinovRMR16'],inproceedings
['Steven P. Reiss'],A Conceptual Programming Environment.,['225-237'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41788'],['db/conf/icse/icse87.html#Reiss87'],inproceedings
"['Choonghwan Lee', 'Feng Chen 0006', 'Grigore Rosu']",Mining parametric specifications.,['591-600'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985874'],['db/conf/icse/icse2011.html#LeeCR11'],inproceedings
"['Mukund Raghothaman', 'Yi Wei', 'Youssef Hamadi']",SWIM: synthesizing what i mean: code search and idiomatic snippet synthesis.,['357-367'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884808', 'http://ieeexplore.ieee.org/document/7886917/']",['db/conf/icse/icse2016.html#RaghothamanWH16'],inproceedings
"['Florian Gross', 'Gordon Fraser 0001', 'Andreas Zeller']",EXSYST: Search-based GUI testing.,['1423-1426'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227232', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227232', 'http://dl.acm.org/citation.cfm?id=2337435']",['db/conf/icse/icse2012.html#GrossFZ12'],inproceedings
"['Rudolf K. Keller', 'Reinhard Schauer']",Design Components: Towards Software Composition at the Design Level.,['302-311'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671356', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671356']",['db/conf/icse/icse98.html#KellerS98'],inproceedings
"['Saulius Astromskis', 'Andrea Janes', 'Alireza Rezaei Mahdiraji']",Egidio: A non-invasive approach for synthesizing organizational models.,['1465-1466'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227062', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227062', 'http://dl.acm.org/citation.cfm?id=2337455']",['db/conf/icse/icse2012.html#AstromskisJM12'],inproceedings
['Priscilla J. Fowler'],Technology Transfer as Collaboration: The Receptor Group.,['332-333'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100345'],['db/conf/icse/icse90.html#Fowler90'],inproceedings
"['Igor Steinmacher', 'Tayana Uchôa Conte', 'Christoph Treude', 'Marco Aurélio Gerosa']",Overcoming open source project entry barriers with a portal for newcomers.,['273-284'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884806', 'http://ieeexplore.ieee.org/document/7886910/', 'https://www.wikidata.org/entity/Q58051404']",['db/conf/icse/icse2016.html#SteinmacherCTG16'],inproceedings
"['Hiroyuki Nakagawa', 'Takuya Karube', 'Shinichi Honiden']",Analysis of multi-agent systems based on KAOS modeling.,['926-929'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134454'],['db/conf/icse/icse2006.html#NakagawaKH06'],inproceedings
"['Irene Lizeth Manotas Gutiérrez', 'Lori L. Pollock', 'James Clause']",SEEDS: a software engineer's energy-optimization decision support framework.,['503-514'],2014,['conf/icse/2014'],ICSE,['https://doi.org/10.1145/2568225.2568297'],['db/conf/icse/icse2014.html#ManotasPC14'],inproceedings
"['Barry W. Boehm', 'Paul Grünbacher', 'Robert O. Briggs']",EasyWinWin: A Groupware-Supported Nethodology for Requirements Negotiation.,['720-721'],2001,['conf/icse/2001'],ICSE,,['db/conf/icse/icse2001.html#BoehmGB01'],inproceedings
['Meiru Che'],An approach to documenting and evolving architectural design decisions.,['1373-1376'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606720', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606720', 'http://dl.acm.org/citation.cfm?id=2487009']",['db/conf/icse/icse2013.html#Che04'],inproceedings
"['S. N. Gaulding', 'J. D. Lawson']",Process Design Engineering: A Methodology for Real-Time Software Development.,['80-85'],1976,['conf/icse/1976'],ICSE,['http://dl.acm.org/citation.cfm?id=807654'],['db/conf/icse/icse76.html#GauldingL76'],inproceedings
